pair_id,up_file,side_file,top_major_mm,top_minor_mm,top_aspect,top_circularity,top_px_per_mm_est,top_sym_score_lr,top_sym_score_ud,top_lr_width_mean_pct,top_lr_width_max_pct,top_lr_width_p95_pct,top_ud_width_mean_pct,top_ud_width_max_pct,top_ud_width_p95_pct,top_area_diff_lr_percent,top_area_diff_ud_percent,side_major_mm,side_minor_mm,side_shape_index(aspect),side_circularity,side_px_per_mm_est,side_sym_score_lr,side_sym_score_ud,side_lr_width_mean_pct,side_lr_width_max_pct,side_lr_width_p95_pct,side_ud_width_mean_pct,side_ud_width_max_pct,side_ud_width_p95_pct,side_area_diff_lr_percent,side_area_diff_ud_percent,LD_ratio,최종_판정,side_lr_symmetry_percent
33,20250813_154223.jpg,33.jpg,243.4875954578805,230.86051325333608,0.9481407577219731,0.8134755655966331,4.0,0.5271593369173433,0.7154565721527524,12.664833285796437,3999.9960000040005,15.824662420432059,28.63200022842007,16599.9668000664,43.49751269851421,2.0307370333472354,1.6794402249171219,227.91702973346997,219.65938169069057,0.963769060818158,0.7511670513387682,4.0,0.8059322033903502,0.8395990318882189,73.4808127384246,5319.997872000851,135.8991700931778,30887265.020126365,28200000000.0,179.8212499162527,40.451984749447774,60.64237113130923,0.9360519138762287,정형과,26.519187261575397
34,20250813_154306.jpg,34.jpg,221.0051150455473,212.11057814405126,0.9597541581801717,0.7795743197280449,4.0,0.4590621218650547,0.7707771090640056,9.618976089600764,305.88233494809793,23.822017538815025,79.17591457541356,13399.991066672625,50.41990570458206,2.7732378021697563,26.700167620839704,165.1145969811194,147.28011207249045,0.8919872304768531,0.8570213867842388,5.0,0.7203804980467805,0.8520034977954043,20.68730392906788,7133.328577780948,28.164661725394986,30471677.67427307,25200000000.0,221.33752742882135,2.378229371228379,67.85923418871573,0.7471075814109128,비정형,79.31269607093212
35,20250813_154351.jpg,35.jpg,260.7746255887257,241.19703152620139,0.9249252337403385,0.7407418930996725,4.0,0.7465321572694674,0.72007812733928,21.94682542122937,361.9047446712026,51.256713093095975,9003871.755181506,9400000000.0,31.05268757369317,16.811151343677015,4.875228727963075,247.38730309930662,231.11243594138168,0.934213005461352,0.6993664244293875,4.0,0.7507810969255211,0.7791518307785159,33.08994874600558,4399.9978000011,72.13675141768329,68.00672720904606,14333.323777784148,122.75462196587159,11.158790834468943,30.3934372644362,0.9486632472036118,정형과,66.91005125399442
36,20250813_154443.jpg,36.jpg,208.19234561171402,195.9196993939292,0.9410514052198935,0.7569728184749285,5.0,0.7199290103438294,0.7647356039018094,8358827.057253272,8200000000.0,33.898304941108876,99.28485509455814,20199.9596000808,102.03610072613405,0.12580238498128546,24.187745584351582,245.4125279578201,211.2846633216131,0.8609367463014249,0.6683572103419612,4.0,0.7382501419834604,0.7747067027873973,41.40932656898811,20599.9588000824,31.716964560519255,30.190962183365542,239.99998400000106,51.42942553741325,12.37314591987533,27.33905520221643,1.1787778615815347,정형과,58.59067343101189
37,20250813_154529.jpg,37.jpg,253.04351915052538,231.7056004076423,0.915674905192138,0.7245977703717211,4.0,0.8095195647297617,0.8048067393463207,92.45069170918332,29599.970400029604,120.61713772888673,74.11789566595678,8839.996464001413,79.1878916943576,44.65807679713559,42.04799862134333,247.68324500867416,212.31948937749632,0.8572218495040335,0.7270052767255086,4.0,0.7724283449335381,0.7925025229345644,7990653.313027035,6800000000.0,47.12847714092268,48.366228302902236,6799.9932000068,66.87965879370047,26.512926935671782,36.45437745564995,0.9788167894603829,정형과,0.0
38,20250813_154624.jpg,38.jpg,259.3327846197846,240.28799930936748,0.9265623691260662,0.7085404207591722,4.0,0.41183978027936985,0.7816925004513833,7.777734927552797,799.9996000002,15.668380016529653,6159835.621903196,6400000000.0,137.16648624348704,4.078179295935615,31.52279313793585,245.50262038050704,235.72535181020584,0.9601744838603054,0.7483217386667621,4.0,0.7234665086549925,0.8587131230928733,50.836841407215616,16999.983000017,47.97579223270271,125.33256917006177,6849.998287500428,318.7488432387378,6.585059418817544,71.93194785414452,0.9466702050049153,정형과,49.163158592784384
39,20250813_154701.jpg,39.jpg,202.3913687982785,202.27859590959702,0.9994427979347583,0.8562322928455947,4.0,0.3739759155044571,0.7996808500001678,6.4277014383013835,866.6660888892741,11.06256735201955,57.59763238269946,2199.9997066667056,131.25801032765364,2.9659017284977485,39.84530598843456,195.91091734178585,178.38831810356712,0.9105583319399764,0.8193805165095691,4.0,0.727821882777548,0.8027719371766469,24.535709723516792,1109.0908082644721,77.29041433231656,57.49678840447409,2490.9086380166113,135.01752003564346,7.306882283994126,41.33794725572581,0.9679805937626141,정형과,75.46429027648321
40,20250813_154741.jpg,40.jpg,270.2734178544921,252.92381309584403,0.9358072099861903,0.7130281312494386,4.0,0.7899684353667671,0.5875487326129628,63.24711947590266,16999.983000017,92.77389234138046,15.066825143719381,4199.998320000672,16.84535234299755,35.27955585679888,0.02171495026064765,252.06662302134114,214.5580657564883,0.8511958591928405,0.819230671167758,4.0,0.731860830415118,0.8283594440057915,39069790.51256596,33600000000.0,79.53879419866166,113.85481658545746,29199.9708000292,166.15314500034904,11.194563873857287,54.42986320959001,0.9326356436467866,정형과,0.0
41,20250813_154827.jpg,41.jpg,203.82745621148212,192.7712615955705,0.9457570887582476,0.7388992915338193,5.0,0.4787862207365827,0.722110522593143,10.448810977601612,2039.9991840003263,12.75189020787692,2352962.6380671714,2400000000.0,33.364779198471666,4.222471876602067,6.890551544955027,239.5431641186054,203.62704299562785,0.8500640948985948,0.829297912299765,4.0,0.6693930800795285,0.7937493433623815,18.17790682813747,2733.3324222225256,36.452214558289455,52.33209248181948,2969.2303124261057,127.08120925919897,1.187709126199881,37.03672958533295,1.1752252055290642,정형과,81.82209317186253
42,20250813_154905.jpg,42.jpg,230.8569100857498,234.06387943868754,1.0138915891742055,0.8715471583055768,4.0,0.7638107868913635,0.7695724877747028,27.65506421749712,549.9999541666705,46.58951100398665,34.78430368946652,2733.331511112326,68.45107689978036,23.79980846893034,26.232609044705736,156.2576117695946,153.59244240908467,0.9829437469936517,0.6910215717089555,6.0,0.7396586351216932,0.7783045379138183,56.60615969622202,6399.9984000004,104.18907077231322,56.209214801454124,14099.992950003525,151.81622693894468,13.048214094218476,28.69848826919746,0.6675853281775836,비정형,43.39384030377798
