,importance
tmin_min,0.3083993508138383
tmean_mean,0.2941581716997015
rad_mean,0.0888697575167063
BIO15,0.074231092022221
BIO7,0.02753519867280761
BIO9,0.021517007374126387
BIO1,0.019430908671030193
BIO6,0.014975416521330637
BIO4,0.014784945253626218
BIO5,0.012532242582337743
tmax_max,0.01138508391773701
BIO2,0.01125817639978596
BIO17,0.0108489172571617
BIO11,0.010305872693572308
BIO13,0.009906297070646537
