,importance
tmean_mean,0.5622639952178061
prcp_sum,0.061657525395568964
rad_mean,0.05037351971444299
tmin_min,0.04469345987518761
BIO15,0.02844817763634144
BIO8,0.023203038465234124
BIO4,0.023086368229421207
BIO3,0.022312145100159
BIO9,0.020741514834982464
BIO2,0.020422614867196043
BIO17,0.019753313246417426
BIO7,0.01611582306805388
BIO1,0.015873974984964078
BIO6,0.012695895418039577
BIO12,0.01258266832190927
