target,n_samples,LR_R2,LR_RMSE,Lasso_R2,RF_R2,RF_RMSE,RF_Top5
산도,2706,0.5492085608488761,0.0459011219713193,0.473721239065909,0.7848320084725148,0.03171204903015215,tmean_mean; prcp_sum; rad_mean; tmin_min; BIO15
b,2706,0.5499667321475841,2.3628094421831447,0.5027418778229752,0.6968303422253981,1.939319010739367,tmin_min; tmean_mean; rad_mean; BIO15; BIO19
L,2706,0.5213638028704706,5.150781804684068,0.47633817389645017,0.6544672031347643,4.376379963029293,tmin_min; tmean_mean; rad_mean; BIO15; BIO7
a,2706,0.24425624722260475,6.388745414301449,0.16430906679878643,0.4976898688476009,5.2085191841620055,tmin_min; prcp_sum; BIO6; tmean_mean; BIO9
경도,2706,0.28075373240755375,5.240466808141905,0.24847161651954752,0.4965420913814307,4.384426054437689,BIO17; prcp_sum; rad_mean; tmean_mean; BIO19
종경,2706,0.2747967524720455,7.523565160798065,0.27539168422827953,0.45403038023370124,6.527968576670749,BIO3; tmean_mean; tmin_min; BIO9; prcp_sum
과중,2706,0.16156245536961245,65.56289277931853,0.14348261103731286,0.3695318645282789,56.853122159355586,tmin_min; BIO3; rad_mean; BIO9; prcp_sum
당도,2706,0.1726508641400335,1.6141304451297105,0.1110952132365044,0.3692712355897574,1.4093392235186006,BIO7; prcp_sum; rad_mean; BIO17; BIO11
횡경,2706,0.145552613387131,7.169586826693206,0.10878784036809863,0.3347541417331632,6.326194720575149,tmin_min; BIO4; rad_mean; BIO3; tmean_mean
