,importance
tmin_min,0.3129326561461351
BIO3,0.17944556482079413
rad_mean,0.07233027567132906
BIO9,0.057497021518087034
prcp_sum,0.056891087893062506
tmean_mean,0.044758887547375226
BIO17,0.03646437306092319
BIO14,0.033756849320524425
BIO15,0.03090788017739933
BIO1,0.030501495616854116
BIO8,0.01966588175237488
BIO13,0.01947325210897826
BIO11,0.018905375515407857
BIO6,0.01829997296122254
BIO4,0.011348494736355647
