,importance
BIO7,0.3126074025427737
prcp_sum,0.14207232013163684
rad_mean,0.07848892445046156
BIO17,0.06958256322247604
BIO11,0.05027019354681524
tmin_min,0.04009378878426625
BIO4,0.03989840203421469
tmean_mean,0.036688685596830764
BIO8,0.03043198677845242
BIO15,0.029679098201919107
BIO2,0.027031650935923864
BIO3,0.02230904959784235
BIO19,0.019191067616318322
BIO6,0.01846169101067842
BIO14,0.012453019074761762
