,importance
tmin_min,0.3801110088048564
tmean_mean,0.16972141712203062
rad_mean,0.12471542406132366
BIO15,0.1078062806266403
BIO19,0.03479202788444487
prcp_sum,0.019452804755725608
BIO7,0.014244336924468613
BIO6,0.012813260701487523
BIO1,0.012700238000166867
BIO2,0.012010057328288424
BIO3,0.011784960994324082
BIO16,0.011591905064281734
BIO9,0.011208974563500645
BIO5,0.01100483577483698
tmax_max,0.009606243405307809
